순위,마일리지,신청과목수,졸업신청,초수강여부,총이수학점/졸업이수학점,직전학기이수학점/학기당수강학점,학년,수강여부
89,30,4,Y,Y,0.9111,0.9473,4,O
90,30,4,N,Y,0.4126,0.8611,2,O
91,30,4,N,Y,0.1865,1.0000,2,O
92,30,3,Y,Y,0.9703,0.1578,4,O
93,29,6,Y,Y,0.8785,0.8421,4,O
94,29,6,N,Y,0.6642,0.9473,3,O
95,29,5,N,Y,0.6142,0.8947,3,O
96,28,6,Y,Y,0.9603,0.1666,4,O
97,28,6,N,Y,0.6626,0.8809,3,O
98,28,6,N,Y,0.5158,0.6944,3,O
99,28,6,N,Y,0.3740,0.8157,2,O
100,28,3,Y,Y,0.9481,0.9473,4,O
101,27,6,Y,Y,0.9285,1.0000,4,O
102,27,6,Y,Y,0.9285,0.6666,4,X
103,27,6,N,Y,0.6714,0.9473,4,X
104,27,6,N,Y,0.4444,0.4736,3,O
105,27,6,N,Y,0.4246,0.8611,2,O
106,27,6,N,Y,0.4185,0.9736,2,O
107,27,6,N,Y,0.4107,1.0000,2,O
108,27,6,N,Y,0.4007,1.0000,2,O
109,27,6,N,Y,0.3666,0.7894,2,O
110,27,4,N,Y,0.4285,1.0000,2,O
111,26,6,N,Y,0.7777,0.9736,4,X
112,26,6,N,Y,0.4407,0.9736,2,O
113,26,5,N,Y,0.6888,0.7894,4,X
114,25,6,Y,Y,0.9333,1.0000,4,X
115,25,6,Y,Y,0.9126,0.6666,4,X
116,25,6,Y,Y,0.7777,0.6666,4,X
117,25,6,N,Y,0.8571,0.9473,4,X
118,25,6,N,Y,0.6805,1.0000,3,O
119,25,6,N,Y,0.5992,0.8333,3,O
120,25,6,N,Y,0.5214,0.9736,3,O
121,25,6,N,Y,0.4518,0.9736,3,O
122,25,6,N,Y,0.3962,0.9736,2,O
123,25,5,Y,Y,1.0000,1.0000,4,X
124,25,4,N,Y,0.6944,0.8611,3,O
125,25,4,N,Y,0.6309,0.9166,3,O
126,24,6,Y,Y,0.9457,0.4736,5,X
127,24,6,N,Y,0.4246,0.8611,2,O
128,24,5,Y,Y,0.9603,0.8333,4,X
129,24,5,N,Y,0.8000,0.8947,4,X
130,23,6,N,Y,0.7629,0.9473,4,X
131,23,6,N,Y,0.5851,0.8157,3,O
132,23,6,N,Y,0.4325,0.8611,2,O
133,23,6,N,Y,0.4185,0.9736,2,O
134,23,6,N,Y,0.3571,0.8333,2,O
135,23,5,Y,Y,0.9126,0.8333,4,X
136,23,4,Y,Y,0.9142,0.7894,4,X
137,22,6,Y,Y,0.9424,1.0000,4,X
138,22,6,N,Y,0.8075,0.8611,4,X
139,22,6,N,Y,0.7928,0.9473,4,X
140,22,6,N,Y,0.6468,0.8333,3,O
141,22,6,N,Y,0.6321,0.8157,3,O
142,22,6,N,Y,0.4740,0.9736,3,O
143,22,6,N,Y,0.4642,1.0000,2,O
144,22,6,N,Y,0.4563,0.8611,2,O
145,22,6,N,Y,0.4444,0.9444,2,O
146,22,6,N,Y,0.4285,0.9166,2,O
147,22,6,N,Y,0.4246,0.8611,2,O
148,22,6,N,Y,0.3629,0.9473,2,O
149,22,6,N,Y,0.3214,0.5000,2,O
150,22,5,N,Y,0.8518,0.7894,4,X
151,21,6,Y,Y,0.9841,0.6666,4,X
152,21,6,Y,Y,0.8500,1.0000,4,X
153,21,6,N,Y,0.9166,1.0000,3,O
154,21,6,N,Y,0.7777,0.8888,4,X
155,21,6,N,Y,0.5555,0.7894,3,O
156,21,6,N,Y,0.5317,0.8611,3,O
157,21,6,N,Y,0.5178,0.9473,3,O
158,21,6,N,Y,0.4964,0.6578,3,O
159,21,6,N,Y,0.4801,1.0000,2,O
160,21,6,N,Y,0.4563,1.0000,2,O
161,21,6,N,Y,0.4357,0.8157,3,O
162,21,6,N,Y,0.4325,1.0000,2,O
163,21,6,N,Y,0.4246,1.0000,2,O
164,21,6,N,Y,0.4246,0.8611,2,O
165,21,6,N,Y,0.2777,1.0000,2,O
166,21,5,Y,Y,0.9107,0.9473,4,X
167,20,6,Y,Y,0.9571,0.9473,4,X
168,20,6,Y,Y,0.9142,0.7894,4,X
169,20,6,Y,Y,0.9071,0.9473,4,X
170,20,6,Y,Y,0.8962,0.9473,4,X
171,20,6,Y,Y,0.8785,1.0000,4,X
172,20,6,Y,Y,0.8592,1.0000,4,X
173,20,6,Y,Y,0.8412,1.0000,4,X
174,20,6,N,Y,0.8888,1.0000,4,X
175,20,6,N,Y,0.8750,0.7916,2,O
176,20,6,N,Y,0.8412,1.0000,4,X
177,20,6,N,Y,0.7555,1.0000,3,O
178,20,6,N,Y,0.7111,1.0000,3,O
179,20,6,N,Y,0.6428,0.9473,3,O
180,20,6,N,Y,0.6074,0.9473,3,O
181,20,6,N,Y,0.5178,0.9736,3,O
182,20,6,N,Y,0.4484,1.0000,2,O
183,20,6,N,Y,0.4444,1.0000,2,O
184,20,6,N,Y,0.4404,0.8611,2,O
185,20,6,N,Y,0.4365,1.0000,2,O
186,20,6,N,Y,0.4325,1.0000,2,O
187,20,6,N,Y,0.4185,0.9736,2,O
188,20,6,N,Y,0.4166,1.0000,2,O
189,20,6,N,Y,0.4087,0.8611,2,O
190,20,6,N,Y,0.4007,0.8611,2,O
191,20,6,N,Y,0.4000,0.7105,2,O
192,20,6,N,Y,0.3892,0.8157,2,O
193,20,6,N,Y,0.3814,0.8157,2,O
194,20,6,N,Y,0.3785,0.9736,2,O
195,20,6,N,Y,0.3777,0.8157,2,O
196,20,6,N,Y,0.3750,1.0000,2,X
197,20,6,N,Y,0.3730,1.0000,2,X
198,20,6,N,Y,0.3296,0.8684,2,X
199,20,6,N,Y,0.2777,0.9473,2,X
200,20,5,Y,Y,0.8785,1.0000,4,X
201,20,5,N,Y,0.5873,0.8611,3,O
202,20,5,N,Y,0.4404,1.0000,2,X
203,20,4,Y,Y,0.9111,0.7894,4,X
204,20,4,Y,Y,0.8888,1.0000,4,X
205,20,4,N,Y,0.8095,0.9210,3,O
206,20,3,Y,Y,1.0000,0.5000,4,X
207,19,6,Y,Y,0.9214,1.0000,4,X
208,19,6,Y,Y,0.9126,1.0000,4,X
209,19,6,Y,Y,0.9126,1.0000,4,X
210,19,6,Y,Y,0.8888,1.0000,4,X
211,19,6,N,Y,0.8174,1.0000,4,X
212,19,6,N,Y,0.7555,1.0000,4,X
213,19,6,N,Y,0.4880,1.0000,2,X
214,19,6,N,Y,0.4880,1.0000,2,X
215,19,6,N,Y,0.4246,1.0000,2,X
216,19,6,N,Y,0.4246,0.8611,2,X
217,19,6,N,Y,0.4007,0.8611,2,X
218,19,6,N,Y,0.3962,0.8157,2,X
219,19,6,N,Y,0.2777,0.1578,2,X
220,18,6,Y,Y,0.9142,0.9473,4,X
221,18,6,Y,Y,0.8857,0.7368,4,X
222,18,6,Y,Y,0.8740,0.9473,4,X
223,18,6,Y,Y,0.8740,0.8947,4,X
224,18,6,Y,Y,0.8650,0.8888,4,X
225,18,6,N,Y,0.8785,1.0000,4,X
226,18,6,N,Y,0.7185,0.9473,4,X
227,18,6,N,Y,0.6370,0.7894,3,O
228,18,6,N,Y,0.5481,1.0000,3,O
229,18,6,N,Y,0.5119,0.8333,3,O
230,18,6,N,Y,0.4484,0.6944,2,X
231,18,6,N,Y,0.4404,1.0000,2,X
232,18,6,N,Y,0.4325,0.8611,2,X
233,18,6,N,Y,0.4246,0.8888,2,X
234,18,6,N,Y,0.3968,1.0000,2,X
235,18,6,N,Y,0.3730,0.8611,2,X
236,18,6,N,Y,0.2214,0.6578,2,X
237,18,6,N,N,0.3253,0.7222,2,X
238,18,5,Y,Y,0.8809,1.0000,4,X
239,17,6,Y,Y,0.8888,1.0000,4,X
240,17,6,Y,Y,0.8333,0.6666,4,X
241,17,6,Y,Y,0.8296,0.7894,4,X
242,17,6,N,Y,0.7851,0.9473,4,X
243,17,6,N,Y,0.6269,0.8611,3,O
244,17,6,N,Y,0.4962,0.8157,3,O
245,17,6,N,Y,0.4325,0.9166,2,X
246,17,6,N,Y,0.4007,0.8611,2,X
247,17,6,N,Y,0.3962,0.8157,2,X
248,17,6,N,Y,0.3962,0.8157,2,X
249,17,6,N,Y,0.3888,0.6315,2,X
250,17,6,N,Y,0.3857,0.8157,2,X
251,17,6,N,Y,0.3769,0.8055,2,X
252,17,6,N,Y,0.3611,1.0000,2,X
253,17,6,N,Y,0.3592,0.6315,2,X
254,16,6,Y,Y,0.9555,1.0000,4,X
255,16,6,Y,Y,0.9142,1.0000,4,X
256,16,6,Y,Y,0.9142,0.8421,4,X
257,16,6,Y,Y,0.8928,0.9473,4,X
258,16,6,N,Y,0.8373,0.8958,3,O
259,16,6,N,Y,0.7857,1.0000,3,O
260,16,6,N,Y,0.7777,0.4736,4,X
261,16,6,N,Y,0.7678,1.0000,4,X
262,16,6,N,Y,0.4321,1.0000,2,X
263,16,6,N,Y,0.4111,0.9736,2,X
264,16,6,N,Y,0.4107,0.8684,2,X
265,16,6,N,Y,0.4071,1.0000,2,X
266,16,6,N,Y,0.4000,0.8684,2,X
267,16,6,N,Y,0.3703,0.8157,2,X
268,16,6,N,Y,0.3642,0.9210,2,X
269,16,6,N,Y,0.3370,0.8684,2,X
270,16,6,N,Y,0.3222,0.7894,2,X
271,16,6,N,Y,0.3015,1.0000,2,X
272,16,6,N,N,0.7023,0.8333,4,X
273,16,5,N,Y,0.4960,1.0000,2,X
274,15,6,Y,Y,0.9841,1.0000,4,X
275,15,6,Y,Y,0.9761,1.0000,4,X
276,15,6,Y,Y,0.9481,0.6842,4,X
277,15,6,Y,Y,0.8809,1.0000,4,X
278,15,6,Y,Y,0.8571,0.8333,4,X
279,15,6,N,Y,0.8492,1.0000,4,X
280,15,6,N,Y,0.7214,0.8421,3,O
281,15,6,N,Y,0.5500,1.0000,3,O
282,15,6,N,Y,0.5296,0.8421,3,O
283,15,6,N,Y,0.4801,1.0000,2,X
284,15,6,N,Y,0.4678,1.0000,2,X
285,15,6,N,Y,0.4642,0.8611,2,X
286,15,6,N,Y,0.4563,0.9210,2,X
287,15,6,N,Y,0.4518,0.6578,3,O
288,15,6,N,Y,0.4484,1.0000,2,X
289,15,6,N,Y,0.4444,1.0000,2,X
290,15,6,N,Y,0.4404,0.8611,2,X
291,15,6,N,Y,0.4325,1.0000,2,X
292,15,6,N,Y,0.4259,0.9736,2,X
293,15,6,N,Y,0.4246,1.0000,2,X
294,15,6,N,Y,0.4000,0.9736,2,X
295,15,6,N,Y,0.3642,0.7894,2,X
296,15,6,N,Y,0.3148,0.6315,2,X
297,15,6,N,Y,0.2357,0.3421,2,X
298,15,6,N,N,0.6428,1.0000,3,O
299,15,5,N,Y,0.6507,1.0000,3,O
300,15,5,N,Y,0.4007,1.0000,2,X
301,14,6,Y,Y,0.9444,0.6666,4,X
302,14,6,Y,Y,0.9071,0.9473,4,X
303,14,6,Y,Y,0.9047,1.0000,4,X
304,14,6,Y,Y,0.8962,1.0000,4,X
305,14,6,Y,Y,0.8888,0.8333,4,X
306,14,6,Y,Y,0.8714,0.9473,4,X
307,14,6,Y,Y,0.8650,0.8333,4,X
308,14,6,Y,Y,0.8650,0.6666,4,X
309,14,6,Y,Y,0.8492,0.8333,4,X
310,14,6,N,Y,0.7698,0.8611,4,X
311,14,6,N,Y,0.6285,0.9473,3,O
312,14,6,N,Y,0.6269,0.8333,3,O
313,14,6,N,Y,0.5357,1.0000,3,O
314,14,6,N,Y,0.4404,0.9722,2,X
315,14,6,N,Y,0.4246,0.9722,2,X
316,14,6,N,Y,0.3740,0.8157,2,X
317,14,6,N,N,0.8157,0.7500,2,X
318,13,6,N,Y,0.6428,0.8333,3,O
319,13,6,N,Y,0.5238,0.8611,3,O
320,13,6,N,Y,0.4722,0.8611,2,X
321,13,6,N,Y,0.3814,0.9736,2,X
322,13,6,N,Y,0.3666,0.6578,2,X
323,13,6,N,N,0.9523,0.8333,4,X
324,13,5,N,Y,0.6857,1.0000,3,O
325,12,6,Y,Y,0.8571,1.0000,4,X
326,12,6,N,Y,0.7357,0.9473,3,O
327,12,6,N,Y,0.5476,0.8611,3,O
328,12,6,N,N,0.5392,0.9736,3,O
329,12,5,N,Y,0.5476,1.0000,3,O
330,12,3,Y,Y,0.9047,1.0000,4,X
331,11,6,N,Y,0.6714,0.9473,3,O
332,11,6,N,Y,0.4750,0.8157,3,X
333,11,6,N,Y,0.3500,0.7894,3,X
334,10,6,N,Y,0.6928,0.9473,3,X
335,10,6,N,Y,0.6785,1.0000,3,X
336,10,6,N,Y,0.6547,0.8611,3,X
337,10,6,N,Y,0.6468,1.0000,3,X
338,10,6,N,Y,0.5296,0.3157,3,X
339,9,6,N,Y,0.5634,1.0000,3,X
340,9,6,N,Y,0.4404,1.0000,2,X
341,8,6,Y,Y,0.9571,0.7894,4,X
342,8,6,N,Y,0.6150,0.8611,3,X
343,8,5,Y,Y,0.9892,0.6842,4,X
344,7,6,N,Y,0.7182,1.0000,3,X
345,7,6,N,Y,0.6370,0.7894,3,X
346,7,6,N,Y,0.6321,0.6578,3,X
347,7,6,N,Y,0.6071,0.8333,3,X
348,6,6,Y,Y,0.8968,0.8333,4,X
349,6,6,N,Y,0.7460,1.0000,3,X
350,6,6,N,Y,0.5178,0.9473,3,X
351,6,6,N,Y,0.4007,1.0000,2,X
352,5,6,N,Y,0.6746,0.8333,3,X
353,5,6,N,Y,0.3888,0.8611,2,X
354,5,5,N,Y,0.6587,0.6666,3,X
355,4,6,N,Y,0.6370,0.9473,3,X
356,4,6,N,Y,0.5436,1.0000,3,X
357,3,6,N,Y,0.6031,0.9722,3,X
358,3,6,N,Y,0.4484,1.0000,2,X
359,2,6,N,Y,0.8629,1.0000,4,X
360,2,6,N,Y,0.7738,0.8333,4,X
361,2,6,N,Y,0.6592,0.9473,3,X
362,2,6,N,Y,0.6111,0.7894,3,X
363,2,6,N,Y,0.5317,1.0000,3,X
364,2,6,N,Y,0.5000,0.8611,3,X
365,2,5,N,Y,0.7619,0.6666,4,X
366,1,6,Y,Y,0.9920,1.0000,4,X
367,1,6,Y,Y,0.9761,0.8333,4,X
368,1,6,Y,Y,0.9761,0.7222,4,X
369,1,6,Y,Y,0.9703,0.7894,4,X
370,1,6,Y,Y,0.9682,1.0000,4,X
371,1,6,Y,Y,0.9555,0.4736,4,X
372,1,6,Y,Y,0.9365,1.0000,4,X
373,1,6,Y,Y,0.9357,0.9473,4,X
374,1,6,Y,Y,0.9357,0.9473,4,X
375,1,6,Y,Y,0.9333,0.7368,4,X
376,1,6,Y,Y,0.9285,1.0000,4,X
377,1,6,Y,Y,0.9185,0.7894,4,X
378,1,6,Y,Y,0.9047,0.6666,4,X
379,1,6,Y,Y,0.8809,0.8333,4,X
380,1,6,Y,Y,0.8571,1.0000,4,X
381,1,6,N,Y,0.7777,1.0000,4,X
382,1,6,N,Y,0.7481,0.9736,4,X
383,1,6,N,Y,0.7063,0.7894,3,X
384,1,6,N,Y,0.6222,1.0000,3,X
385,1,6,N,Y,0.4722,0.9722,2,X
386,1,6,N,Y,0.4642,1.0000,2,X
387,1,6,N,Y,0.4563,0.8611,2,X
388,1,6,N,Y,0.4484,1.0000,2,X
389,1,6,N,Y,0.4484,1.0000,2,X
390,1,6,N,Y,0.4246,1.0000,2,X
391,1,6,N,Y,0.4107,0.9736,2,X
392,1,6,N,Y,0.4087,1.0000,2,X
393,1,6,N,Y,0.4007,0.8611,2,X
394,1,6,N,Y,0.4007,0.6944,2,X
395,1,6,N,Y,0.3928,0.6944,2,X
396,1,6,N,Y,0.3769,0.8611,2,X
397,1,6,N,Y,0.3555,0.8333,2,X
0,12,5,N,Y,0.5814,0.7894,3,O
